"row","column","cor","p","cor_class"
"PET","exotic_total",-0.528153936718727,0,"medium"
"grass_total","exotic_total",0.574685558438111,0,"medium"
"grass_total","native_total",0.636665391708726,0,"medium"
"ExoticPerennialGrass_cover","exotic_grass",0.536265834413394,0,"medium"
"ExoticAnnualGrass_cover","ExoticAnnualHerb_cover",0.0687308567845696,0.199578233887675,"negligeble"
"ExoticAnnualGrass_cover","ExoticPerennialHerb_cover",0.0356090933190474,0.506682244191927,"negligeble"
"ExoticAnnualHerb_cover","ExoticPerennialHerb_cover",0.182742349890751,0.000591374394451227,"negligeble"
"ExoticAnnualGrass_cover","ExoticPerennialGrass_cover",0.0522701864627911,0.329533405972583,"negligeble"
"ExoticAnnualHerb_cover","ExoticPerennialGrass_cover",0.120673325545139,0.0239598965107837,"negligeble"
"ExoticPerennialHerb_cover","ExoticPerennialGrass_cover",0.0599081109917382,0.263663970793326,"negligeble"
"ExoticAnnualGrass_cover","ExoticShrub_cover",0.105907309336621,0.0477228968692249,"negligeble"
"ExoticAnnualHerb_cover","ExoticShrub_cover",-0.0407830420887962,0.446915189177346,"negligeble"
"ExoticPerennialHerb_cover","ExoticShrub_cover",0.0393559764247009,0.462989343252894,"negligeble"
"ExoticPerennialGrass_cover","ExoticShrub_cover",-0.0239171073368414,0.65566136345786,"negligeble"
"ExoticAnnualGrass_cover","NativePerennialFern_cover",-0.0582598379779054,0.27705175375326,"negligeble"
"ExoticAnnualHerb_cover","NativePerennialFern_cover",0.102671710142852,0.0549824817325164,"negligeble"
"ExoticPerennialHerb_cover","NativePerennialFern_cover",-0.00137749533230907,0.97951385193616,"negligeble"
"ExoticPerennialGrass_cover","NativePerennialFern_cover",-0.0650915953842613,0.224486448919192,"negligeble"
"ExoticShrub_cover","NativePerennialFern_cover",-0.0175150687548722,0.744023561621593,"negligeble"
"ExoticAnnualGrass_cover","NativePerennialGrass_cover",-0.0579471802425668,0.279642397419887,"negligeble"
"ExoticAnnualHerb_cover","NativePerennialGrass_cover",0.00850642418404399,0.874004358653915,"negligeble"
"ExoticPerennialHerb_cover","NativePerennialGrass_cover",0.0820956417184639,0.125284927422703,"negligeble"
"ExoticPerennialGrass_cover","NativePerennialGrass_cover",-0.102263081939464,0.055961328780632,"negligeble"
"ExoticShrub_cover","NativePerennialGrass_cover",0.0433280306103834,0.419048539762303,"negligeble"
"NativePerennialFern_cover","NativePerennialGrass_cover",0.0656114899427295,0.220798651913384,"negligeble"
"ExoticAnnualGrass_cover","NativePerennialHerb_cover",0.113121958662556,0.0343837522492465,"negligeble"
"ExoticAnnualHerb_cover","NativePerennialHerb_cover",0.0564307998203333,0.292439058017154,"negligeble"
"ExoticPerennialHerb_cover","NativePerennialHerb_cover",0.17714849134556,0.000872670204587589,"negligeble"
"ExoticPerennialGrass_cover","NativePerennialHerb_cover",-0.00129144532543248,0.980793335631757,"negligeble"
"ExoticShrub_cover","NativePerennialHerb_cover",0.0432596697537568,0.419783505401084,"negligeble"
"NativePerennialFern_cover","NativePerennialHerb_cover",0.0977086430873397,0.067881435075529,"negligeble"
"NativePerennialGrass_cover","NativePerennialHerb_cover",-0.0324370384788783,0.545292128918017,"negligeble"
"ExoticAnnualGrass_cover","NativePerennialGraminoid_cover",0.0816178991939245,0.1275056211838,"negligeble"
"ExoticAnnualHerb_cover","NativePerennialGraminoid_cover",0.00370477404638562,0.944940053929265,"negligeble"
"ExoticPerennialHerb_cover","NativePerennialGraminoid_cover",-0.0757258798886856,0.15746057350076,"negligeble"
"ExoticPerennialGrass_cover","NativePerennialGraminoid_cover",0.0332461308674709,0.535307466702444,"negligeble"
"ExoticShrub_cover","NativePerennialGraminoid_cover",-0.024537204928794,0.647329096018893,"negligeble"
"NativePerennialFern_cover","NativePerennialGraminoid_cover",0.152668018034397,0.00419995818192831,"negligeble"
"NativePerennialGrass_cover","NativePerennialGraminoid_cover",-0.00889339265962301,0.868323611546674,"negligeble"
"NativePerennialHerb_cover","NativePerennialGraminoid_cover",0.0164535751262949,0.759042948690047,"negligeble"
"ExoticAnnualGrass_cover","NativeShrub_cover",-0.0324276853358647,0.545408087921719,"negligeble"
"ExoticAnnualHerb_cover","NativeShrub_cover",-0.0483632981165763,0.367011340107555,"negligeble"
"ExoticPerennialHerb_cover","NativeShrub_cover",-2.35024319008233e-05,0.99965043295778,"negligeble"
"ExoticPerennialGrass_cover","NativeShrub_cover",-0.0236582713831677,0.659152088420262,"negligeble"
"ExoticShrub_cover","NativeShrub_cover",-0.0103382533334939,0.847174915884228,"negligeble"
"NativePerennialFern_cover","NativeShrub_cover",-0.0225144389251169,0.67466589588894,"negligeble"
"NativePerennialGrass_cover","NativeShrub_cover",-0.0233724318544195,0.663015595168074,"negligeble"
"NativePerennialHerb_cover","NativeShrub_cover",0.0745936123391671,0.163780995419434,"negligeble"
"NativePerennialGraminoid_cover","NativeShrub_cover",-0.021854404686622,0.683681528690744,"negligeble"
"ExoticAnnualGrass_cover","BareGround_cover",-0.279729628647501,1.03118828143067e-07,"negligeble"
"ExoticAnnualHerb_cover","BareGround_cover",-0.20035590470803,0.000161143759971782,"negligeble"
"ExoticPerennialHerb_cover","BareGround_cover",-0.165478354834566,0.00189519027338481,"negligeble"
"ExoticPerennialGrass_cover","BareGround_cover",-0.045224649334428,0.398959663343995,"negligeble"
"ExoticShrub_cover","BareGround_cover",-0.060949718702608,0.255436582444861,"negligeble"
"NativePerennialFern_cover","BareGround_cover",-0.0890958888663774,0.0960765146004925,"negligeble"
"NativePerennialGrass_cover","BareGround_cover",-0.249490096790833,2.29240670224229e-06,"negligeble"
"NativePerennialHerb_cover","BareGround_cover",-0.133353585900054,0.0125229670366855,"negligeble"
"NativePerennialGraminoid_cover","BareGround_cover",-0.0737471039678046,0.168629272350049,"negligeble"
"NativeShrub_cover","BareGround_cover",0.0289651189408502,0.589153872965022,"negligeble"
"ExoticAnnualGrass_cover","Litter_cover",-0.274497199792294,1.81294122159059e-07,"negligeble"
"ExoticPerennialHerb_cover","Litter_cover",-0.293785894709016,2.13564244067044e-08,"negligeble"
"ExoticPerennialGrass_cover","Litter_cover",-0.199614070248714,0.000170609744905459,"negligeble"
"ExoticShrub_cover","Litter_cover",-0.0138765342903485,0.795874474884631,"negligeble"
"NativePerennialFern_cover","Litter_cover",-0.0728394971240456,0.173945758288379,"negligeble"
"NativePerennialHerb_cover","Litter_cover",-0.0804539923320203,0.133043389924035,"negligeble"
"NativePerennialGraminoid_cover","Litter_cover",-0.0452086473357361,0.399126703913906,"negligeble"
"NativeShrub_cover","Litter_cover",0.0276412160404421,0.606295618966945,"negligeble"
"BareGround_cover","Litter_cover",-0.181244417323541,0.000657049192845927,"negligeble"
"ExoticAnnualGrass_cover","MossLichen_cover",-0.110054856765165,0.0396067273116656,"negligeble"
"ExoticAnnualHerb_cover","MossLichen_cover",-0.134359992667085,0.0118671030247814,"negligeble"
"ExoticPerennialHerb_cover","MossLichen_cover",0.028640422066963,0.59333736741015,"negligeble"
"ExoticPerennialGrass_cover","MossLichen_cover",-0.124568328266866,0.0197422787381636,"negligeble"
"ExoticShrub_cover","MossLichen_cover",-0.00936112021369939,0.861466361776801,"negligeble"
"NativePerennialFern_cover","MossLichen_cover",0.0201160394148041,0.707639407760477,"negligeble"
"NativePerennialGrass_cover","MossLichen_cover",0.066294482732964,0.216019955772307,"negligeble"
"NativePerennialHerb_cover","MossLichen_cover",0.110341594045189,0.0390915813447368,"negligeble"
"NativePerennialGraminoid_cover","MossLichen_cover",-0.0678482442159666,0.205426021176275,"negligeble"
"NativeShrub_cover","MossLichen_cover",0.0837824672070071,0.117683488338528,"negligeble"
"BareGround_cover","MossLichen_cover",-0.120585439246969,0.0240634139227347,"negligeble"
"Litter_cover","MossLichen_cover",-0.20276568303713,0.000133679736886272,"negligeble"
"ExoticAnnualGrass_cover","Rock_cover",-0.151003552887003,0.00463790093624361,"negligeble"
"ExoticAnnualHerb_cover","Rock_cover",0.0875243469668709,0.102109550674376,"negligeble"
"ExoticPerennialHerb_cover","Rock_cover",-0.0106768060326181,0.842234681760855,"negligeble"
"ExoticPerennialGrass_cover","Rock_cover",-0.117081291238536,0.0285175525004631,"negligeble"
"ExoticShrub_cover","Rock_cover",-0.0419603887521508,0.433895238607244,"negligeble"
"NativePerennialFern_cover","Rock_cover",0.276809383314338,1.41490734906213e-07,"negligeble"
"NativePerennialGrass_cover","Rock_cover",-0.0463159387757197,0.387667088606955,"negligeble"
"NativePerennialHerb_cover","Rock_cover",-0.0361654378965575,0.500061074793268,"negligeble"
"NativePerennialGraminoid_cover","Rock_cover",0.0573536596545872,0.284605214252482,"negligeble"
"NativeShrub_cover","Rock_cover",-0.0203584229283446,0.704280919868012,"negligeble"
"BareGround_cover","Rock_cover",-0.0019730589505649,0.970659989563002,"negligeble"
"Litter_cover","Rock_cover",-0.246935841075176,2.9276939281786e-06,"negligeble"
"MossLichen_cover","Rock_cover",0.0790547363184275,0.139944211275892,"negligeble"
"ExoticAnnualGrass_cover","Distance_to_Eucalypt_canopy",0.0809181537117979,0.131926308402733,"negligeble"
"ExoticAnnualHerb_cover","Distance_to_Eucalypt_canopy",0.19599896063483,0.000234239537659775,"negligeble"
"ExoticPerennialHerb_cover","Distance_to_Eucalypt_canopy",0.144762021076714,0.00682946948216268,"negligeble"
"ExoticPerennialGrass_cover","Distance_to_Eucalypt_canopy",0.173262614420149,0.00117400997616635,"negligeble"
"ExoticShrub_cover","Distance_to_Eucalypt_canopy",0.0560169324514415,0.297392681360059,"negligeble"
"NativePerennialFern_cover","Distance_to_Eucalypt_canopy",-0.0498947815886218,0.353405306451425,"negligeble"
"NativePerennialGrass_cover","Distance_to_Eucalypt_canopy",0.198868882245743,0.00018856374500098,"negligeble"
"NativePerennialHerb_cover","Distance_to_Eucalypt_canopy",0.0544134432541036,0.311457955047908,"negligeble"
"NativePerennialGraminoid_cover","Distance_to_Eucalypt_canopy",-0.0266158197651593,0.62073216392194,"negligeble"
"NativeShrub_cover","Distance_to_Eucalypt_canopy",-0.0461107286470899,0.391143288540284,"negligeble"
"BareGround_cover","Distance_to_Eucalypt_canopy",-0.064992935452163,0.226530611139742,"negligeble"
"Litter_cover","Distance_to_Eucalypt_canopy",-0.251106124476707,2.09860171151988e-06,"negligeble"
"MossLichen_cover","Distance_to_Eucalypt_canopy",-0.0405483640161112,0.450844089516569,"negligeble"
"Rock_cover","Distance_to_Eucalypt_canopy",-0.112205290252459,0.0364167986927351,"negligeble"
"ExoticAnnualGrass_cover","annual_precipitation",0.161657336310721,0.00248840822534291,"negligeble"
"ExoticPerennialGrass_cover","annual_precipitation",0.19880183603296,0.000189528296762331,"negligeble"
"ExoticShrub_cover","annual_precipitation",0.0213372392621231,0.691622562173293,"negligeble"
"NativePerennialFern_cover","annual_precipitation",0.0737401739326389,0.16990004863396,"negligeble"
"NativePerennialGrass_cover","annual_precipitation",0.0266720528626497,0.61999407455007,"negligeble"
"NativePerennialGraminoid_cover","annual_precipitation",0.0124367530762555,0.817175874920475,"negligeble"
"NativeShrub_cover","annual_precipitation",0.0216498533165412,0.687340474027208,"negligeble"
"BareGround_cover","annual_precipitation",-0.141526873832777,0.00819395371278087,"negligeble"
"MossLichen_cover","annual_precipitation",0.0800508413540768,0.136132529599986,"negligeble"
"Rock_cover","annual_precipitation",0.202729010154936,0.00014017008278322,"negligeble"
"Distance_to_Eucalypt_canopy","annual_precipitation",0.123462164410589,0.0214281598144066,"negligeble"
"ExoticAnnualGrass_cover","precipitation_warmest_quarter",0.200456351222873,0.000167024595561616,"negligeble"
"ExoticPerennialGrass_cover","precipitation_warmest_quarter",0.206335096655199,0.000105716343965279,"negligeble"
"ExoticShrub_cover","precipitation_warmest_quarter",0.0316228239643644,0.556572074861414,"negligeble"
"NativePerennialFern_cover","precipitation_warmest_quarter",0.0207107952853148,0.700232889873588,"negligeble"
"NativePerennialGrass_cover","precipitation_warmest_quarter",0.012616024007744,0.814587947543737,"negligeble"
"NativePerennialHerb_cover","precipitation_warmest_quarter",0.280837242036703,9.94642581630956e-08,"negligeble"
"NativePerennialGraminoid_cover","precipitation_warmest_quarter",0.0031978252338713,0.952601513540396,"negligeble"
"NativeShrub_cover","precipitation_warmest_quarter",0.0108934694698918,0.839533755019187,"negligeble"
"BareGround_cover","precipitation_warmest_quarter",-0.130473689209287,0.0148663734288186,"negligeble"
"MossLichen_cover","precipitation_warmest_quarter",0.0942327942286778,0.0791783644214052,"negligeble"
"Rock_cover","precipitation_warmest_quarter",0.190838479161898,0.000343337707712443,"negligeble"
"Distance_to_Eucalypt_canopy","precipitation_warmest_quarter",0.119777248216683,0.025668528659728,"negligeble"
"ExoticAnnualGrass_cover","precipitation_coldest_quarter",0.119772184859809,0.0254612978087212,"negligeble"
"ExoticPerennialGrass_cover","precipitation_coldest_quarter",0.184257192657003,0.000551252495798016,"negligeble"
"ExoticShrub_cover","precipitation_coldest_quarter",0.016307899841549,0.761778955005296,"negligeble"
"NativePerennialFern_cover","precipitation_coldest_quarter",0.112063162816155,0.0366559211201389,"negligeble"
"NativePerennialGrass_cover","precipitation_coldest_quarter",0.0449329201376801,0.403369238609886,"negligeble"
"NativePerennialGraminoid_cover","precipitation_coldest_quarter",0.0132946607110123,0.804809713780129,"negligeble"
"NativeShrub_cover","precipitation_coldest_quarter",0.0237571232298421,0.658741630081091,"negligeble"
"BareGround_cover","precipitation_coldest_quarter",-0.144907044332031,0.00677336759012759,"negligeble"
"MossLichen_cover","precipitation_coldest_quarter",0.0633719275826582,0.238350359839669,"negligeble"
"Rock_cover","precipitation_coldest_quarter",0.210817476984886,7.39423567512887e-05,"negligeble"
"Distance_to_Eucalypt_canopy","precipitation_coldest_quarter",0.125359320908162,0.0194922061928584,"negligeble"
"ExoticAnnualGrass_cover","PET",-0.270137314075188,3.1100611264101e-07,"negligeble"
"ExoticPerennialGrass_cover","PET",-0.218482797403859,3.94204908458207e-05,"negligeble"
"ExoticShrub_cover","PET",-0.0340307477535734,0.526906979950482,"negligeble"
"NativePerennialFern_cover","PET",-0.0230785012449782,0.667899919979204,"negligeble"
"NativePerennialGrass_cover","PET",0.00809040247258569,0.880461703067376,"negligeble"
"NativePerennialHerb_cover","PET",-0.239990581809043,5.97728821460919e-06,"negligeble"
"NativePerennialGraminoid_cover","PET",-0.047919179771061,0.372813010573715,"negligeble"
"NativeShrub_cover","PET",-0.00737766530356426,0.890923887467666,"negligeble"
"BareGround_cover","PET",0.153434133470339,0.00411790802234768,"negligeble"
"MossLichen_cover","PET",-0.0759051064287979,0.157674570929689,"negligeble"
"Rock_cover","PET",-0.157499802629959,0.00321956600779605,"negligeble"
"Distance_to_Eucalypt_canopy","PET",-0.0877652235709279,0.10265070119073,"negligeble"
"ExoticAnnualGrass_cover","K_perc",0.13110530839215,0.0143846587161605,"negligeble"
"ExoticPerennialHerb_cover","K_perc",0.07052102999016,0.189366974682337,"negligeble"
"ExoticPerennialGrass_cover","K_perc",0.0186527132346269,0.728786589612438,"negligeble"
"ExoticShrub_cover","K_perc",0.046392334529119,0.388253679569592,"negligeble"
"NativePerennialFern_cover","K_perc",0.296128369957812,1.79038850411928e-08,"negligeble"
"NativePerennialGrass_cover","K_perc",-0.0169847883343311,0.752207522500171,"negligeble"
"NativePerennialHerb_cover","K_perc",0.0922670606609546,0.0856699555471079,"negligeble"
"NativePerennialGraminoid_cover","K_perc",0.122400362811351,0.0223875656512544,"negligeble"
"NativeShrub_cover","K_perc",-0.0487476588765832,0.364595582676743,"negligeble"
"BareGround_cover","K_perc",-0.242844488025642,4.59038833566794e-06,"negligeble"
"Litter_cover","K_perc",-0.139662779680648,0.00908605131125029,"negligeble"
"MossLichen_cover","K_perc",-0.121412458189408,0.0235030513362959,"negligeble"
"Rock_cover","K_perc",0.223017670369382,2.68847274242923e-05,"negligeble"
"Distance_to_Eucalypt_canopy","K_perc",0.00588877843044497,0.912963816038807,"negligeble"
"annual_precipitation","K_perc",0.150224159566861,0.00491844952383436,"negligeble"
"precipitation_warmest_quarter","K_perc",0.125690260127031,0.0188245852074822,"negligeble"
"precipitation_coldest_quarter","K_perc",0.173309355426451,0.00115119889283077,"negligeble"
"PET","K_perc",-0.140815227967879,0.00842994203389402,"negligeble"
"ExoticAnnualGrass_cover","Th_ppm",-0.0759221546688066,0.157581004647827,"negligeble"
"ExoticAnnualHerb_cover","Th_ppm",-0.124914684271743,0.0197530334110665,"negligeble"
"ExoticPerennialHerb_cover","Th_ppm",0.0151114658369112,0.778785161110404,"negligeble"
"ExoticPerennialGrass_cover","Th_ppm",0.103138424323503,0.0545769447199143,"negligeble"
"ExoticShrub_cover","Th_ppm",0.0256016929121377,0.634107808049707,"negligeble"
"NativePerennialFern_cover","Th_ppm",0.0115964221331834,0.82933278902871,"negligeble"
"NativePerennialGrass_cover","Th_ppm",0.055686904877602,0.300252461644084,"negligeble"
"NativePerennialHerb_cover","Th_ppm",0.171247104961825,0.00134220332159618,"negligeble"
"NativePerennialGraminoid_cover","Th_ppm",-0.0292725027320566,0.586287762016533,"negligeble"
"NativeShrub_cover","Th_ppm",0.0230276894151455,0.668587653739942,"negligeble"
"BareGround_cover","Th_ppm",0.0574402821866685,0.285267191676247,"negligeble"
"Litter_cover","Th_ppm",-0.0503272273875395,0.349243487432817,"negligeble"
"MossLichen_cover","Th_ppm",-0.0437215819798359,0.416177983233433,"negligeble"
"Rock_cover","Th_ppm",-0.0941337872488363,0.0794955110500717,"negligeble"
"Distance_to_Eucalypt_canopy","Th_ppm",0.177788485205133,0.000879688246008481,"negligeble"
"annual_precipitation","Th_ppm",0.274652843985018,1.85688768805647e-07,"negligeble"
"precipitation_warmest_quarter","Th_ppm",0.146571855110282,0.00608445537444857,"negligeble"
"PET","Th_ppm",-0.0168028946525506,0.754432685942099,"negligeble"
"K_perc","Th_ppm",-0.158410690229229,0.00300234068897276,"negligeble"
"ExoticAnnualGrass_cover","U_ppm",0.0946382880016024,0.0778901311861468,"negligeble"
"ExoticAnnualHerb_cover","U_ppm",0.28036888410981,1.04660397237666e-07,"negligeble"
"ExoticPerennialHerb_cover","U_ppm",0.207921539600986,9.32334676946311e-05,"negligeble"
"ExoticPerennialGrass_cover","U_ppm",0.112116980879895,0.0365652186607688,"negligeble"
"ExoticShrub_cover","U_ppm",-0.0414434249828014,0.440904558090142,"negligeble"
"NativePerennialFern_cover","U_ppm",0.0789480798061039,0.141628557455146,"negligeble"
"NativePerennialGrass_cover","U_ppm",-0.0165057323568178,0.758977707991808,"negligeble"
"NativePerennialHerb_cover","U_ppm",0.0950449102499205,0.0766154298219832,"negligeble"
"NativePerennialGraminoid_cover","U_ppm",0.060793124321954,0.25803525763351,"negligeble"
"NativeShrub_cover","U_ppm",-0.0877453313824711,0.102231161883808,"negligeble"
"BareGround_cover","U_ppm",-0.0941532836949723,0.0794329773841138,"negligeble"
"Litter_cover","U_ppm",-0.207609272401175,9.55753154578964e-05,"negligeble"
"MossLichen_cover","U_ppm",-0.129770985623285,0.0154188800534327,"negligeble"
"Rock_cover","U_ppm",0.103737148154426,0.0531810211107695,"negligeble"
"Distance_to_Eucalypt_canopy","U_ppm",0.0897841541434022,0.0949524873124834,"negligeble"
"K_perc","U_ppm",0.250188765212404,2.21640000508394e-06,"negligeble"
"Th_ppm","U_ppm",-0.0361007855288342,0.501444951596158,"negligeble"
"ExoticAnnualGrass_cover","SRad_Jan",-0.148590866860387,0.00547977503180408,"negligeble"
"ExoticAnnualHerb_cover","SRad_Jan",-0.0537871763741631,0.317068072209346,"negligeble"
"ExoticPerennialHerb_cover","SRad_Jan",-0.110127098664383,0.040048144724401,"negligeble"
"ExoticPerennialGrass_cover","SRad_Jan",0.0182008939275142,0.735107213669876,"negligeble"
"ExoticShrub_cover","SRad_Jan",0.0214610406290361,0.689925586583557,"negligeble"
"NativePerennialFern_cover","SRad_Jan",-0.0526341287026743,0.327568610670994,"negligeble"
"NativePerennialGrass_cover","SRad_Jan",0.0705272313217759,0.189327962781854,"negligeble"
"NativePerennialHerb_cover","SRad_Jan",-0.110297539289812,0.0397392317854663,"negligeble"
"NativePerennialGraminoid_cover","SRad_Jan",-0.0483694164734039,0.368333176182367,"negligeble"
"NativeShrub_cover","SRad_Jan",-0.00330058074744071,0.951080332997898,"negligeble"
"BareGround_cover","SRad_Jan",0.0855164798234714,0.111279601614199,"negligeble"
"Litter_cover","SRad_Jan",0.169163151549355,0.00153914624219409,"negligeble"
"MossLichen_cover","SRad_Jan",-0.15726505599293,0.00326615019163734,"negligeble"
"Rock_cover","SRad_Jan",-0.159328051816627,0.00287689011178482,"negligeble"
"Distance_to_Eucalypt_canopy","SRad_Jan",0.0292193718469687,0.587509613133519,"negligeble"
"annual_precipitation","SRad_Jan",-0.263344193834355,6.02586871512045e-07,"negligeble"
"precipitation_warmest_quarter","SRad_Jan",-0.298294522469925,1.32744779612892e-08,"negligeble"
"precipitation_coldest_quarter","SRad_Jan",-0.225948384816561,2.03375333418521e-05,"negligeble"
"PET","SRad_Jan",0.294584204951307,2.04110195411999e-08,"negligeble"
"K_perc","SRad_Jan",-0.160479292565154,0.00264051732448234,"negligeble"
"Th_ppm","SRad_Jan",0.0685299076963482,0.201548145512666,"negligeble"
"U_ppm","SRad_Jan",-0.0927051680593883,0.0837396458299096,"negligeble"
"ExoticAnnualGrass_cover","SRad_Jul",-0.103902357328179,0.0528011065822054,"negligeble"
"ExoticAnnualHerb_cover","SRad_Jul",0.0801880253903307,0.1354604471443,"negligeble"
"ExoticPerennialHerb_cover","SRad_Jul",-0.022771801485796,0.672055275000469,"negligeble"
"ExoticPerennialGrass_cover","SRad_Jul",0.0287119438372804,0.593481752988108,"negligeble"
"ExoticShrub_cover","SRad_Jul",0.0674188897184094,0.209629120494237,"negligeble"
"NativePerennialFern_cover","SRad_Jul",0.0572547966281758,0.286828199685792,"negligeble"
"NativePerennialGrass_cover","SRad_Jul",0.031392098274211,0.559456560393377,"negligeble"
"NativePerennialHerb_cover","SRad_Jul",-0.0308301788042841,0.56651162544768,"negligeble"
"NativePerennialGraminoid_cover","SRad_Jul",0.091246886034735,0.0892040267624681,"negligeble"
"NativeShrub_cover","SRad_Jul",-0.0100360883003768,0.852011986393976,"negligeble"
"BareGround_cover","SRad_Jul",0.0836439071718249,0.119358175423355,"negligeble"
"Litter_cover","SRad_Jul",-0.0477503905205707,0.374501079785277,"negligeble"
"MossLichen_cover","SRad_Jul",-0.157682485096188,0.00318373167131414,"negligeble"
"Rock_cover","SRad_Jul",0.0784991901410477,0.143913770364743,"negligeble"
"Distance_to_Eucalypt_canopy","SRad_Jul",0.0208760445292914,0.698373743418613,"negligeble"
"annual_precipitation","SRad_Jul",0.043344714379156,0.419539455257385,"negligeble"
"precipitation_warmest_quarter","SRad_Jul",0.0111076296123747,0.836189818379199,"negligeble"
"precipitation_coldest_quarter","SRad_Jul",0.0673463303047778,0.209462451582414,"negligeble"
"PET","SRad_Jul",0.0249740177876826,0.641965912507563,"negligeble"
"K_perc","SRad_Jul",0.0465448312646469,0.386007973023664,"negligeble"
"Th_ppm","SRad_Jul",0.036140725853204,0.500971368322908,"negligeble"
"U_ppm","SRad_Jul",0.0790680493628713,0.14044860267391,"negligeble"
